Date,ETF,Price,Shares,Total_Invested
2021-01-05,SPY,350.6982727050781,0.0242,8.5
2021-01-05,VWO,45.11140823364258,0.0685,3.09
2021-01-05,QQQM,124.8040771484375,0.0245,3.06
2021-01-05,IAU,37.18000030517578,0.0737,2.74
2021-01-06,QQQ,299.9591064453125,0.0083,2.5
2021-01-06,SPY,352.794921875,0.0231,8.159999999999998
2021-01-06,VWO,44.68227767944336,0.0756,3.38
2021-01-06,QQQM,123.08441925048828,0.0272,3.35
2021-01-06,IAU,36.59999847412109,0.0713,2.61
2021-01-07,QQQ,307.2157287597656,0.0083,2.56
2021-01-07,SPY,358.0365295410156,0.0231,8.279999999999998
2021-01-07,VWO,45.03258895874024,0.0719,3.24
2021-01-07,QQQM,126.13401794433594,0.0254,3.21
2021-01-07,IAU,36.47999954223633,0.0743,2.71
2021-01-08,QQQ,311.165771484375,0.0081,2.53
2021-01-08,SPY,360.0765991210937,0.0223,8.02
2021-01-08,VWO,45.94340133666992,0.0736,3.38
2021-01-08,QQQM,127.77081298828124,0.0262,3.35
2021-01-08,IAU,35.2599983215332,0.0771,2.72
2021-01-11,QQQ,306.66949462890625,0.0078,2.39
2021-01-11,SPY,357.6493530273437,0.0228,8.14
2021-01-11,VWO,45.40917205810547,0.0755,3.43
2021-01-11,QQQM,125.8612060546875,0.0271,3.41
2021-01-11,IAU,35.15999984741211,0.0748,2.63
2021-01-12,QQQ,306.1817626953125,0.0078,2.38
2021-01-12,SPY,357.7249450683594,0.0227,8.12
2021-01-12,VWO,45.90837097167969,0.0751,3.45
2021-01-12,QQQM,125.82221221923828,0.0273,3.43
2021-01-12,IAU,35.36000061035156,0.0741,2.62
2021-01-13,QQQ,308.24951171875,0.0078,2.4
2021-01-13,SPY,358.6882629394531,0.0226,8.120000000000003
2021-01-13,VWO,46.057254791259766,0.0747,3.44
2021-01-13,QQQM,126.50423431396484,0.027,3.41
2021-01-13,IAU,35.2400016784668,0.0746,2.63
2021-01-14,QQQ,306.6012268066406,0.0079,2.43
